postcode,huisnummer,huisletter,toevoeging,adres,gemeente,omschrijving,bron_url
2548AC,44,,,"Noordweg 44, 2548AC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordweg 44,http://www.monumentenzorgdenhaag.nl/monumenten/noordweg-44
2597LA,15,,,"Nieuwe Parklaan 15, 2597LA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nieuwe Parklaan 15,http://www.monumentenzorgdenhaag.nl/monumenten/nieuwe-parklaan-15
2514AD,44,,,"Koninginnegracht 44, 2514AD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 44,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-44
2493ZC,79,,,"Veenweg 79, 2493ZC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Veenweg 79.,http://www.monumentenzorgdenhaag.nl/monumenten/veenweg-79
2596ED,11,,,"Johannes Bildersstraat 11, 2596ED 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Johannes Bildersstraat 11,http://www.monumentenzorgdenhaag.nl/monumenten/johannes-bildersstraat-9-en-11
2498ZB,46,,,"Dwarskade 46, 2498ZB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Dwarskade 46,http://www.monumentenzorgdenhaag.nl/monumenten/dwarskade-46
2586EA,5,,,"Seinpostduin 5, 2586EA 's-Gravenhage",'s-Gravenhage,"Plaatsing in het gemeentelijke monumentenregister:Seinpodtduin 4, 4a en 5",http://www.monumentenzorgdenhaag.nl/monumenten/seinpostduin-44a-en-5
2511CR,6,,,"Plein 6, 2511CR 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Plein 6,http://www.monumentenzorgdenhaag.nl/monumenten/plein-6
2585AA,1,C,,"Javastraat 1C, 2585AA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Javastraat 1c,http://www.monumentenzorgdenhaag.nl/monumenten/javastraat-1c
2516AH,100,,,"Saturnusstraat 100, 2516AH 's-Gravenhage",'s-Gravenhage,definitieve inschrijving in het monumentenregister van het verzamelgebouw Saturnusstraat 50-60-70 t/m 80-84-86-100,http://www.monumentenzorgdenhaag.nl/monumenten/saturnusstraat-50-60-70-tm-80-84-86-100
2585GG,17,,,"Surinamestraat 17, 2585GG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 17,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-17
2582VG,239,,,"Van Beverningkstraat 239, 2582VG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Beverningkstraat 229 t/m 239,http://www.monumentenzorgdenhaag.nl/monumenten/van-beverningkstraat-229-tm-239
2592GH,10,,,"Diamanthorst 10, 2592GH 's-Gravenhage",'s-Gravenhage,definitieve inschrijving in het monumentenregister Diamanthorst 10,http://www.monumentenzorgdenhaag.nl/monumenten/diamanthorst-10
2585KB,141,,,"Paramaribostraat 141, 2585KB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Paramaribostraat 23-141,http://www.monumentenzorgdenhaag.nl/monumenten/paramaribostraat-23-tm-141
2514EA,3,,,"Lange Voorhout 3, 2514EA 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van de Lange Voorhout 3,
2513AL,37,,,"Dagelijkse Groenmarkt 37, 2513AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Dagelijkse Groenmarkt 37,http://www.monumentenzorgdenhaag.nl/monumenten/dagelijkse-groenmarkt-37
2493ZC,107,,,"Veenweg 107, 2493ZC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Veenweg 107,http://www.monumentenzorgdenhaag.nl/monumenten/veenweg-107
2511CD,20,B,,"Korte Houtstraat 20B, 2511CD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Korte Houtstraat 20/20A/20B,http://www.monumentenzorgdenhaag.nl/monumenten/korte-houtstraat-20-tm-20b
2517EH,42,,,"Groot Hertoginnelaan 42, 2517EH 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregiser van het gedenkmonument Richard Hol aan de Groot Hertoginnelaan t.o. nr. 42,
2514GJ,38,A,,"Noordeinde 38A, 2514GJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 38/38A,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-38-tm-38a
2514AE,52,,,"Koninginnegracht 52, 2514AE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 52,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-52
2585GK,40,,,"Surinamestraat 40, 2585GK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 40,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-40
2512ED,107,,,"Lange Beestenmarkt 107, 2512ED 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Lange Beestenmarkt 103 en 105/107,http://www.monumentenzorgdenhaag.nl/monumenten/lange-beestenmarkt-103-105-107
2518VH,202,,,"Van Diemenstraat 202, 2518VH 's-Gravenhage",'s-Gravenhage,"Plaatsing op de gemeentelijke monumentenlijst, Van Diemenstraat 202 te Den Haag",http://www.monumentenzorgdenhaag.nl/monumenten/van-diemenstraat-202
